City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
456,Parabel,RU,58.6978,81.4825,46.35,89,100,9.35,overcast clouds
457,Egvekinot,RU,66.3167,-179.1667,20.12,91,100,9.89,light snow
458,Viljoenskroon,ZA,-27.2084,26.9485,55.47,91,98,10.02,overcast clouds
459,Maldonado,UY,-34.6667,-54.9167,63.23,89,1,6.55,clear sky
460,Tuatapere,NZ,-46.1333,167.6833,51.87,63,76,4.07,broken clouds
461,Leningradskiy,RU,69.3833,178.4167,10.35,90,64,8.95,broken clouds
462,Ginir,ET,7.1333,40.7,58.37,83,97,6.93,overcast clouds
463,Washington,US,47.5001,-120.5015,47.48,41,100,4.43,overcast clouds
464,Erzin,TR,36.9559,36.2,58.68,57,13,4.18,few clouds
465,Port Moresby,PG,-9.4431,147.1797,81.61,74,99,2.91,overcast clouds
466,Wilmington,US,34.2257,-77.9447,72.0,75,100,3.0,overcast clouds
467,Kaeo,NZ,-35.1,173.7833,65.32,91,100,16.4,overcast clouds
468,Hellvik,NO,59.9156,5.781,43.77,76,100,5.35,overcast clouds
469,Havre-Saint-Pierre,CA,50.2334,-63.5986,35.56,76,34,16.51,scattered clouds
470,Cap Malheureux,MU,-19.9842,57.6142,76.46,86,16,5.99,few clouds
471,Ayan,RU,56.45,138.1667,24.58,77,92,10.94,overcast clouds
472,Diapaga,BF,12.0708,1.7889,87.64,37,94,10.07,overcast clouds
473,Porto Walter,BR,-8.2686,-72.7439,75.74,85,54,2.89,broken clouds
474,Mapiri,BO,-15.25,-68.1667,70.18,84,94,0.96,overcast clouds
475,Shirochanka,RU,46.6497,38.3978,49.15,76,100,5.26,overcast clouds
476,Sinegorye,RU,62.0788,150.477,12.94,91,98,4.12,overcast clouds
477,Muzhi,RU,65.3667,64.6667,14.45,84,97,8.28,overcast clouds
478,Ponta Do Sol,PT,32.6667,-17.1,72.23,39,100,7.0,overcast clouds
479,Norilsk,RU,69.3535,88.2027,15.24,97,100,8.61,overcast clouds
480,Uddevalla,SE,58.3478,11.9424,42.22,87,42,4.99,scattered clouds
481,Coruripe,BR,-10.1256,-36.1756,81.12,83,9,13.78,clear sky
482,Beyla,GN,8.6833,-8.6333,70.81,91,99,4.59,moderate rain
483,Moche,PE,-8.1711,-79.0092,64.58,88,100,9.22,fog
484,Mehamn,NO,71.0357,27.8492,37.56,92,100,32.44,overcast clouds
485,Kulhudhuffushi,MV,6.6221,73.07,83.68,73,86,7.27,overcast clouds
486,Tocopilla,CL,-22.092,-70.1979,64.22,75,18,9.66,few clouds
487,Zhanaozen,KZ,43.3,52.8,57.72,43,96,11.88,overcast clouds
488,Diffa,NE,13.3154,12.6113,89.96,26,49,3.87,scattered clouds
489,Danilov,RU,58.1908,40.1717,26.94,81,4,7.11,clear sky
490,Jiuquan,CN,39.7432,98.5174,40.42,26,0,14.14,clear sky
491,Hyeres,FR,43.1167,6.1167,65.48,54,15,10.38,few clouds
492,Mangrol,IN,21.1167,70.1167,79.43,71,0,8.68,clear sky
493,Oistins,BB,13.0667,-59.5333,78.89,69,40,16.11,scattered clouds
494,Zhangjiakou,CN,40.81,114.8794,51.15,18,100,2.21,overcast clouds
495,Vagur,FO,61.4732,-6.8119,46.9,90,100,23.8,overcast clouds
496,Micomeseng,GQ,2.1462,10.6164,70.45,99,100,1.16,light rain
497,Maniitsoq,GL,65.4167,-52.9,21.83,68,22,9.31,few clouds
498,Pio Xii,BR,-3.8325,-45.1525,75.63,96,93,3.8,heavy intensity rain
499,Naranjal,EC,-2.6667,-79.6167,78.04,91,95,2.51,light rain
500,Tougue,GN,11.4667,-11.6,80.44,22,33,3.44,scattered clouds
501,Itoman,JP,26.1247,127.6694,68.02,62,75,8.05,broken clouds
502,Una,IN,20.8167,71.0333,77.18,70,0,9.22,clear sky
503,Amuntai,ID,-2.4177,115.2494,72.9,97,100,1.97,overcast clouds
504,Yangambi,CD,0.8102,24.4336,68.41,98,73,1.88,broken clouds
505,Port Hardy,CA,50.6996,-127.4199,45.93,54,2,11.59,clear sky
506,Kafr Abil,JO,32.4175,35.6694,59.54,27,31,3.2,scattered clouds
507,Irbit,RU,57.6705,63.071,29.28,86,35,10.38,scattered clouds
508,Tucuman,AR,-26.8241,-65.2226,68.0,73,75,2.3,broken clouds
509,Ha Tinh,VN,18.3333,105.9,74.98,94,94,7.47,overcast clouds
510,Port-Gentil,GA,-0.7193,8.7815,80.56,89,20,2.3,few clouds
511,Nanjing,CN,32.0617,118.7778,50.04,59,43,3.06,scattered clouds
512,Sulangan,PH,11.1373,123.7228,81.16,78,74,9.31,broken clouds
513,Serebryansk,KZ,49.6925,83.2892,31.73,90,7,5.26,clear sky
514,Pocone,BR,-16.2567,-56.6228,80.47,61,46,1.3,scattered clouds
515,Saint-Leu,RE,-21.15,55.2833,76.03,76,39,4.5,scattered clouds
516,Mestia,GE,43.0458,42.7278,32.94,92,57,3.53,broken clouds
517,Alyangula,AU,-13.8483,136.4192,81.46,77,98,12.19,overcast clouds
518,Angoram,PG,-4.0625,144.0661,81.61,81,100,2.17,overcast clouds
519,Seoul,KR,37.5683,126.9778,47.64,55,0,3.33,clear sky
520,Luganville,VU,-15.5333,167.1667,84.15,71,47,2.98,scattered clouds
521,Saint-Francois,FR,46.4154,3.9054,51.24,66,0,9.22,clear sky
522,Palora,EC,-1.7,-77.9333,77.11,95,100,0.81,light rain
523,Poum,NC,-20.2333,164.0167,78.33,66,4,6.53,clear sky
524,Maracacume,BR,-2.0428,-45.9592,74.71,98,100,2.98,light rain
525,Mayumba,GA,-3.432,10.6554,77.58,91,46,2.86,scattered clouds
526,Barreiras,BR,-12.1528,-44.99,73.04,94,100,2.59,overcast clouds
527,Linqiong,CN,30.4159,103.4609,50.52,93,100,2.8,overcast clouds
528,Turinsk,RU,58.0458,63.696,28.42,88,80,10.45,broken clouds
529,Manacapuru,BR,-3.2997,-60.6206,77.58,88,75,1.1,moderate rain
530,Nemuro,JP,43.3236,145.575,36.97,62,4,8.88,clear sky
531,Muli,MV,2.9167,73.5667,82.99,77,84,9.28,broken clouds
532,Chumikan,RU,54.7183,135.315,26.35,81,100,2.39,light snow
533,Matara,LK,5.9485,80.5353,79.21,85,78,4.12,broken clouds
534,Price,US,39.5994,-110.8107,61.12,33,100,17.27,overcast clouds
535,Salalah,OM,17.0151,54.0924,80.69,89,20,1.14,few clouds
536,Namatanai,PG,-3.6667,152.4333,83.25,72,98,4.92,overcast clouds
537,Sambava,MG,-14.2667,50.1667,73.98,88,4,9.51,clear sky
538,Ilorin,NG,8.5,4.55,83.1,61,62,4.76,broken clouds
539,Copala,MX,16.65,-98.9833,86.09,51,23,10.49,few clouds
540,Lompoc,US,34.6391,-120.4579,72.01,73,100,13.0,overcast clouds
541,San Pedro,PH,14.35,121.0167,81.63,74,75,4.61,broken clouds
542,Kayerkan,RU,69.3497,87.7602,13.62,98,100,9.84,overcast clouds
543,Husavik,IS,66.0449,-17.3389,42.51,85,100,12.68,overcast clouds
544,Trinidad,BO,-14.8333,-64.9,76.98,73,20,3.44,few clouds
545,Tapes,BR,-30.6733,-51.3958,63.55,70,64,8.01,broken clouds
546,Barra Do Garcas,BR,-15.89,-52.2567,75.24,68,39,3.27,scattered clouds
547,Oum Hadjer,TD,13.2954,19.6966,90.77,28,51,9.53,broken clouds
548,Morococha,PE,-11.5997,-76.1411,42.08,72,79,2.55,broken clouds
549,Swan River,CA,52.1058,-101.2676,26.13,84,100,4.83,overcast clouds
550,Warrenton,ZA,-28.114,24.8475,58.44,88,100,12.59,light rain
551,Tumbagaan,PH,5.3656,120.3139,80.91,79,59,5.82,broken clouds
552,Boshnyakovo,RU,49.6333,142.1667,33.33,72,100,8.19,heavy snow
553,Ust-Tsilma,RU,65.441,52.1498,25.47,96,96,5.79,light snow
554,Necochea,AR,-38.5473,-58.7368,59.25,71,89,4.81,overcast clouds
555,Mecca,SA,21.4267,39.8261,80.53,37,0,1.97,clear sky
556,Dunedin,NZ,-45.8742,170.5036,55.8,62,80,8.99,broken clouds
557,Hildburghausen,DE,50.4255,10.7318,38.57,77,17,4.32,few clouds
558,Timra,SE,62.487,17.3257,37.08,93,100,1.14,mist
559,Mongo,TD,12.1844,18.693,89.2,34,85,4.09,overcast clouds
560,Naze,JP,28.3667,129.4833,63.28,62,86,7.85,overcast clouds
561,Motupe,PE,-6.1519,-79.7142,72.43,62,39,9.98,scattered clouds
562,Fortuna,US,40.5982,-124.1573,56.93,57,0,12.66,clear sky
563,Lieksa,FI,63.3167,30.0167,27.79,90,94,3.67,overcast clouds
564,Alta Floresta,BR,-9.8756,-56.0861,73.45,96,84,1.32,heavy intensity rain
565,Nuuk,GL,64.1835,-51.7216,27.21,68,13,12.66,few clouds
566,Buin,CL,-33.7333,-70.75,71.87,37,0,2.21,clear sky
567,Plettenberg Bay,ZA,-34.0527,23.3716,58.93,79,66,7.78,broken clouds
568,Waipawa,NZ,-41.4122,175.5153,55.96,60,67,7.65,broken clouds
569,Salinopolis,BR,-0.6136,-47.3561,78.55,87,100,8.66,moderate rain
570,Odessa,UA,46.4775,30.7326,47.61,78,99,16.04,overcast clouds
571,Ruzomberok,SK,49.0748,19.3075,31.19,91,30,4.32,scattered clouds
572,Raga,SS,8.4596,25.678,80.44,55,95,4.92,overcast clouds
573,Turukhansk,RU,65.8167,87.9833,35.26,99,100,21.54,light snow
574,Lancaster,US,40.2504,-76.2499,58.5,78,100,13.8,overcast clouds
575,Leua,SK,48.2156,18.6071,43.5,66,61,4.07,broken clouds
576,Ajdabiya,LY,30.7554,20.2263,63.61,84,95,20.51,overcast clouds
577,Pemberton,CA,50.3164,-122.8027,46.6,48,99,2.71,overcast clouds
578,Minab,IR,27.1467,57.0801,81.52,58,89,6.58,overcast clouds
579,Bamnet Narong,TH,15.4992,101.6897,79.48,70,98,0.96,overcast clouds
580,Sobolevo,RU,54.4299,31.8996,31.14,83,90,12.82,overcast clouds
581,Neopolis,BR,-10.32,-36.5794,79.95,83,6,9.66,clear sky
582,Kruisfontein,ZA,-34.0033,24.7314,59.88,87,97,3.53,light rain
583,Neftekamsk,RU,56.092,54.2703,29.48,88,71,4.16,broken clouds
584,Zhigalovo,RU,54.8097,105.1578,34.32,94,99,3.53,overcast clouds
585,Nabisar,PK,25.0685,69.6419,79.74,70,6,14.38,clear sky
586,Acapulco,MX,16.8634,-99.8901,84.02,61,0,9.22,clear sky
587,Ucluelet,CA,48.9329,-125.5528,46.44,54,100,6.96,overcast clouds
588,Cururupu,BR,-1.8283,-44.8683,75.36,96,86,2.64,overcast clouds
589,Balakhninskiy,RU,58.0106,114.2769,25.3,95,100,2.26,light snow
590,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,68,0,9.22,clear sky
591,Rincon,US,32.296,-81.2354,76.96,64,75,6.91,broken clouds
592,Winchester,GB,51.0651,-1.3187,53.29,76,95,1.01,overcast clouds
593,Shenjiamen,CN,29.9576,122.298,55.49,63,63,8.05,broken clouds
594,Virginia Beach,US,36.8529,-75.978,72.05,67,99,9.91,overcast clouds
595,Cherdyn,RU,60.403,56.4787,10.62,98,26,3.27,scattered clouds
596,Kibaya,TZ,-5.3,36.5667,58.15,99,99,2.77,overcast clouds
597,Peniche,PT,39.3558,-9.3811,56.28,91,89,13.22,overcast clouds
598,Nador,MA,35.174,-2.9287,62.85,63,0,3.44,clear sky
599,Peace River,CA,56.2501,-117.286,36.46,61,100,6.44,light rain
600,Naliya,IN,23.2667,68.8333,77.99,81,3,10.38,clear sky
601,Yonago,JP,35.4333,133.3333,53.28,34,60,2.35,broken clouds
602,Zhezkazgan,KZ,47.8043,67.7144,53.26,62,68,18.41,broken clouds
603,Brandfort,ZA,-28.7001,26.4597,52.12,91,100,8.25,moderate rain
604,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,77,0,11.5,clear sky
605,Evanston,US,42.0411,-87.6901,48.65,41,75,14.97,broken clouds
606,Llangefni,GB,53.2556,-4.3106,54.66,87,95,3.44,overcast clouds
607,Kenmare,IE,51.8833,-9.5833,52.07,99,100,5.1,moderate rain
608,Muros,ES,42.7762,-9.0603,54.68,90,98,5.77,overcast clouds
609,Makakilo City,US,21.3469,-158.0858,77.32,73,100,16.11,light rain
610,Shalinskoye,RU,55.7228,93.7594,42.76,66,97,9.24,overcast clouds
611,Boditi,ET,6.9667,37.8667,59.52,81,100,1.05,overcast clouds
612,Juan Lacaze,UY,-34.4342,-57.4381,61.12,78,58,14.23,broken clouds
613,Oktyabrskiy,RU,54.4815,53.471,33.17,85,70,4.38,broken clouds
614,Kerema,PG,-7.9631,145.7785,82.44,75,100,2.15,overcast clouds
615,Aden,YE,12.7794,45.0367,81.88,77,12,9.6,few clouds
616,Bela,IN,25.9333,81.9833,82.38,14,1,3.53,clear sky
617,Salvador,SV,13.8333,-88.9167,82.44,55,73,7.0,broken clouds
618,Mithi,PK,24.7318,69.7981,76.21,85,2,11.81,clear sky
619,Krasnorechenskiy,RU,44.6265,135.3532,39.74,46,45,10.56,scattered clouds
620,Svetlogorsk,BY,52.6333,29.7333,35.01,96,100,14.83,overcast clouds
621,Tabou,CI,4.423,-7.3528,78.03,86,97,4.56,moderate rain
622,Goundam,ML,16.4145,-3.6708,82.04,11,92,9.33,overcast clouds
623,Kurilsk,RU,45.2333,147.8833,32.52,77,34,5.97,scattered clouds
624,Lasa,IT,46.6166,10.7002,42.37,82,36,6.64,scattered clouds
625,Jardim,BR,-21.4803,-56.1381,69.24,63,14,4.99,few clouds
626,Amahai,ID,-3.3333,128.9167,80.78,77,96,2.59,overcast clouds
627,Srednekolymsk,RU,67.45,153.6833,13.69,91,99,5.57,overcast clouds
628,Aguimes,ES,27.9054,-15.4461,66.83,64,0,17.27,clear sky
629,Kerchevskiy,RU,59.946,56.2884,12.85,98,55,3.0,broken clouds
630,Arboletes,CO,8.8505,-76.4269,81.43,83,71,12.41,broken clouds
631,Sokolo,ML,14.7328,-6.1219,87.51,20,48,4.92,scattered clouds
632,Rochester,US,43.1548,-77.6156,41.63,82,100,10.36,light rain
633,Jiayuguan,CN,39.8167,98.3,37.87,26,0,13.62,clear sky
634,Sitka,US,57.0531,-135.33,44.49,53,40,8.05,scattered clouds
635,Jishu,CN,44.3167,126.8,46.2,25,98,2.8,overcast clouds
636,Sinnamary,GF,5.3833,-52.95,78.26,84,96,11.14,overcast clouds
637,Juba,SS,4.8517,31.5825,73.2,76,100,1.74,overcast clouds
638,Vardo,NO,70.3705,31.1107,38.86,83,100,28.27,overcast clouds
639,Guerrero Negro,MX,27.9769,-114.0611,66.13,66,93,22.46,overcast clouds
640,Urengoy,RU,65.9667,78.3667,14.43,92,100,15.32,overcast clouds
641,Praia Da Vitoria,PT,38.7333,-27.0667,58.75,83,8,9.42,clear sky
642,Pitimbu,BR,-7.4706,-34.8086,82.99,81,11,9.98,few clouds
643,Peterhead,GB,57.5058,-1.7981,48.45,95,90,16.84,overcast clouds
644,Vaniyambadi,IN,12.6833,78.6167,80.11,71,57,1.9,broken clouds
645,Viedma,AR,-40.8135,-62.9967,57.61,75,8,12.01,clear sky
646,Gladstone,AU,-23.85,151.25,75.78,56,0,5.75,clear sky
647,Chirongui,YT,-12.9319,45.1483,80.53,67,2,3.24,clear sky
648,Dmitriyevka,RU,54.75,55.3333,33.35,81,32,3.8,scattered clouds
649,Ust-Uda,RU,54.1742,103.0304,35.2,94,94,1.5,overcast clouds
650,Aykhal,RU,66.0,111.5,27.54,96,100,10.54,light snow
651,Port Hueneme,US,34.1478,-119.1951,71.46,76,20,17.27,few clouds
652,Catuday,PH,16.2923,119.8062,79.11,73,21,5.53,light rain
653,Iqaluit,CA,63.7506,-68.5145,9.7,78,100,1.61,overcast clouds
654,Doha,QA,25.2867,51.5333,80.58,44,0,11.5,clear sky
655,Sibu,MY,2.3,111.8167,74.41,98,98,1.59,overcast clouds
656,Lukovetskiy,RU,64.2956,41.9211,30.15,97,99,6.53,light snow
657,Winslow,US,35.0242,-110.6974,77.18,7,0,25.32,clear sky
658,Thinadhoo,MV,0.5333,72.9333,83.08,70,19,8.72,few clouds
659,Connersville,US,39.6412,-85.1411,57.4,38,2,11.99,clear sky
660,Floro,NO,61.5996,5.0328,45.97,70,100,9.22,overcast clouds
661,Lhokseumawe,ID,5.1801,97.1507,79.34,82,94,3.18,overcast clouds
662,Paramonga,PE,-10.6667,-77.8333,67.3,83,93,11.21,overcast clouds
663,Iskateley,RU,67.6803,53.1512,13.68,97,97,5.95,overcast clouds
664,Bandarbeyla,SO,9.4942,50.8122,80.85,80,45,6.73,scattered clouds
665,Sabzevar,IR,36.2126,57.6819,58.95,60,100,14.63,overcast clouds
666,Maun,BW,-19.9833,23.4167,67.68,85,63,9.37,light rain
667,Olga,RU,43.7444,135.2892,46.99,50,100,5.61,overcast clouds
668,Algiers,DZ,36.7525,3.042,51.62,94,20,2.3,few clouds
669,Kralendijk,BQ,12.15,-68.2667,79.03,87,9,26.06,clear sky
670,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.53,69,67,13.13,broken clouds
671,Ikom,NG,5.9667,8.7063,77.92,89,53,1.66,broken clouds
672,Lucea,JM,18.451,-78.1736,77.86,74,9,4.07,light rain
673,Phangnga,TH,8.4509,98.5298,77.04,89,72,2.46,broken clouds
674,Gazanjyk,TM,39.2446,55.5154,56.55,89,100,5.82,moderate rain
675,Bagan,RU,54.1001,77.6646,55.09,60,100,7.31,overcast clouds
676,Watertown,US,42.3709,-71.1828,64.42,60,100,17.27,overcast clouds
677,Cranbourne,AU,-38.1,145.2833,72.14,50,60,11.01,broken clouds
678,Ariquemes,BR,-9.9133,-63.0408,74.21,98,76,2.44,broken clouds
679,Garowe,SO,8.4054,48.4845,77.5,72,49,7.76,scattered clouds
680,Yar-Sale,RU,66.8333,70.8333,10.99,91,95,13.44,overcast clouds
681,Rolla,US,37.9514,-91.7713,57.34,34,20,9.22,few clouds
682,Kamenka,RU,51.3223,42.7678,50.92,79,100,12.64,overcast clouds
