City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,Bac Lieu,9.285,105.7244,86.38,66,79,10.2,VN,2022-04-16 03:47:45
1,Sobolevo,54.4299,31.8996,35.08,84,100,14.61,RU,2022-04-16 03:47:46
2,Busselton,-33.65,115.3333,72.66,52,65,12.93,AU,2022-04-16 03:47:46
3,Vaini,-21.2,-175.2,84.36,65,75,8.05,TO,2022-04-16 03:47:47
4,Bani Walid,31.7566,13.9942,58.86,79,77,12.75,LY,2022-04-16 03:47:47
5,Butaritari,3.0707,172.7902,81.81,73,55,10.67,KI,2022-04-16 03:47:47
6,Manono,-7.3,27.4167,68.34,99,100,2.48,CD,2022-04-16 03:47:48
7,Vila Franca Do Campo,37.7167,-25.4333,55.81,88,17,3.06,PT,2022-04-16 03:47:48
8,Avarua,-21.2078,-159.775,82.45,78,27,1.14,CK,2022-04-16 03:47:48
9,Sambava,-14.2667,50.1667,77.94,86,55,9.48,MG,2022-04-16 03:47:49
10,Ulaanbaatar,47.9077,106.8832,42.93,31,20,6.71,MN,2022-04-16 03:47:49
11,Bluff,-46.6,168.3333,54.81,66,31,30.33,NZ,2022-04-16 03:47:50
12,Jamestown,42.097,-79.2353,49.59,69,100,6.91,US,2022-04-16 03:44:31
13,Flinders,-34.5833,150.8552,74.48,66,52,4.83,AU,2022-04-16 03:47:50
14,Bathsheba,13.2167,-59.5167,79.41,78,40,24.16,BB,2022-04-16 03:47:51
15,Hermanus,-34.4187,19.2345,56.8,64,53,15.99,ZA,2022-04-16 03:47:51
16,Buzmeyin,38.0507,58.2056,60.53,59,75,11.5,TM,2022-04-16 03:47:51
17,Toccoa,34.5773,-83.3324,60.21,63,0,0.0,US,2022-04-16 03:47:52
18,Upernavik,72.7868,-56.1549,-18.38,98,32,6.2,GL,2022-04-16 03:47:52
19,Kapaa,22.0752,-159.319,80.58,84,75,19.57,US,2022-04-16 03:47:53
20,Russell,32.3502,-85.1999,67.23,84,0,0.0,US,2022-04-16 03:45:29
21,Saskylakh,71.9167,114.0833,6.87,89,41,10.83,RU,2022-04-16 03:47:53
22,Hobart,-42.8794,147.3294,68.22,61,75,8.05,AU,2022-04-16 03:47:54
23,Cape Town,-33.9258,18.4232,58.91,68,0,15.99,ZA,2022-04-16 03:47:22
24,Rikitea,-23.1203,-134.9692,77.76,71,1,14.12,PF,2022-04-16 03:47:54
25,Saldanha,-33.0117,17.9442,53.65,62,1,14.03,ZA,2022-04-16 03:47:54
26,Hilo,19.7297,-155.09,78.28,90,75,8.05,US,2022-04-16 03:47:31
27,Ouadda,8.0777,22.4007,67.96,96,89,3.8,CF,2022-04-16 03:47:55
28,Ushuaia,-54.8,-68.3,42.46,70,75,31.07,AR,2022-04-16 03:44:31
29,Asau,46.4333,26.4,43.95,98,98,1.39,RO,2022-04-16 03:47:55
30,Bimbo,4.2567,18.4158,73.33,94,87,0.0,CF,2022-04-16 03:47:56
31,Mataura,-46.1927,168.8643,54.48,60,27,12.37,NZ,2022-04-16 03:47:56
32,Tecoanapa,16.5167,-98.75,80.42,68,100,4.07,MX,2022-04-16 03:47:57
33,Saint-Philippe,-21.3585,55.7679,75.22,85,51,15.01,RE,2022-04-16 03:46:50
34,Kushima,31.4583,131.2333,66.9,44,95,7.23,JP,2022-04-16 03:47:57
35,Bethel,41.3712,-73.414,58.64,45,9,8.99,US,2022-04-16 03:47:58
36,Dawei,14.0833,98.2,92.37,52,15,7.2,MM,2022-04-16 03:47:58
37,Arraial Do Cabo,-22.9661,-42.0278,71.22,72,3,21.99,BR,2022-04-16 03:45:42
38,Yellowknife,62.456,-114.3525,16.32,53,75,5.75,CA,2022-04-16 03:47:58
39,Chokurdakh,70.6333,147.9167,11.95,87,100,5.68,RU,2022-04-16 03:45:58
40,Barrow,71.2906,-156.7887,6.82,72,0,25.32,US,2022-04-16 03:44:40
41,Faya,18.3851,42.4509,64.92,38,21,4.23,SA,2022-04-16 03:47:59
42,Taksimo,56.3444,114.8794,31.57,49,94,2.95,RU,2022-04-16 03:47:59
43,Hobyo,5.3505,48.5268,82.65,73,51,7.36,SO,2022-04-16 03:48:00
44,Lumeje,-11.55,20.7833,64.15,97,98,2.55,AO,2022-04-16 03:48:00
45,East London,-33.0153,27.9116,58.14,77,0,5.75,ZA,2022-04-16 03:48:01
46,Torbay,47.6666,-52.7314,36.39,81,100,13.8,CA,2022-04-16 03:43:10
47,Narsaq,60.9167,-46.05,30.42,76,61,2.75,GL,2022-04-16 03:48:01
48,Alice Springs,-23.7,133.8833,94.55,16,29,10.36,AU,2022-04-16 03:48:01
49,Chuy,-33.6971,-53.4616,59.49,71,67,6.11,UY,2022-04-16 03:48:02
50,Saint Anthony,45.0205,-93.218,30.09,66,100,19.57,US,2022-04-16 03:48:02
51,Sakakah,29.9697,40.2064,65.77,23,39,2.93,SA,2022-04-16 03:48:03
52,Port Augusta,-32.5,137.7667,88.16,21,0,4.23,AU,2022-04-16 03:48:03
53,Makakilo City,21.3469,-158.0858,74.68,68,75,16.11,US,2022-04-16 03:48:03
54,Castro,-24.7911,-50.0119,47.43,95,0,4.65,BR,2022-04-16 03:43:09
55,Ribeira Grande,38.5167,-28.7,59.74,71,100,4.7,PT,2022-04-16 03:48:04
56,Korostyshiv,50.3172,29.0563,47.59,93,100,6.24,UA,2022-04-16 03:48:04
57,Vardo,70.3705,31.1107,36.0,91,100,19.55,NO,2022-04-16 03:48:05
58,George,-33.963,22.4617,49.55,87,0,2.3,ZA,2022-04-16 03:47:56
59,Thompson,55.7435,-97.8558,19.56,53,75,6.91,CA,2022-04-16 03:45:47
60,Punta Arenas,-53.15,-70.9167,44.71,70,0,13.8,CL,2022-04-16 03:48:05
61,Egvekinot,66.3167,-179.1667,15.96,85,100,12.62,RU,2022-04-16 03:48:06
62,Hermiston,45.8404,-119.2895,47.39,53,0,6.91,US,2022-04-16 03:46:22
63,Bredasdorp,-34.5322,20.0403,58.19,64,99,11.56,ZA,2022-04-16 03:48:06
64,Madang,-5.2246,145.7966,85.87,65,79,6.87,PG,2022-04-16 03:48:07
65,Lagoa,39.05,-27.9833,58.66,70,100,8.75,PT,2022-04-16 03:48:07
66,Albany,42.6001,-73.9662,58.26,38,78,13.42,US,2022-04-16 03:48:08
67,Airai,-8.9266,125.4092,71.83,75,55,1.59,TL,2022-04-16 03:48:08
68,Pisco,-13.7,-76.2167,65.01,82,0,10.36,PE,2022-04-16 03:48:08
69,Sao Filipe,14.8961,-24.4956,70.48,76,7,7.34,CV,2022-04-16 03:48:09
70,Norman Wells,65.282,-126.8329,12.24,48,20,10.36,CA,2022-04-16 03:48:09
71,Nanortalik,60.1432,-45.2371,27.34,80,91,7.34,GL,2022-04-16 03:44:23
72,Khatanga,71.9667,102.5,21.22,93,100,9.98,RU,2022-04-16 03:43:19
73,Lata,40.1629,-8.3327,51.4,91,100,2.64,PT,2022-04-16 03:48:10
74,Port Blair,11.6667,92.75,89.64,58,20,4.61,IN,2022-04-16 03:48:10
75,Tucuman,-26.8241,-65.2226,60.8,94,0,2.3,AR,2022-04-16 03:48:11
76,Nekrasovskoye,57.6766,40.3657,35.49,64,0,4.47,RU,2022-04-16 03:48:11
77,Hovd,48.0056,91.6419,43.5,17,0,1.12,MN,2022-04-16 03:48:12
78,Souillac,-20.5167,57.5167,77.38,83,75,19.57,MU,2022-04-16 03:48:12
79,Kaitangata,-46.2817,169.8464,55.24,57,6,19.98,NZ,2022-04-16 03:48:12
80,Port Alfred,-33.5906,26.891,60.19,69,80,5.1,ZA,2022-04-16 03:48:13
81,Kodinsk,58.6881,99.1844,46.78,71,100,5.21,RU,2022-04-16 03:47:03
82,New Norfolk,-42.7826,147.0587,66.88,50,96,1.01,AU,2022-04-16 03:43:52
83,Lorengau,-2.0226,147.2712,84.07,73,30,5.35,PG,2022-04-16 03:44:02
84,Divnogorsk,55.9594,92.3619,61.29,69,93,6.15,RU,2022-04-16 03:48:14
85,Stornoway,58.2093,-6.3865,49.96,94,100,10.36,GB,2022-04-16 03:48:14
86,Faanui,-16.4833,-151.75,82.47,69,2,14.83,PF,2022-04-16 03:48:15
87,Lebu,-37.6167,-73.65,51.58,92,8,11.79,CL,2022-04-16 03:48:15
88,Severo-Kurilsk,50.6789,156.125,32.58,80,100,4.52,RU,2022-04-16 03:48:15
89,Provideniya,64.3833,-173.3,32.65,95,100,22.1,RU,2022-04-16 03:48:16
90,Tiksi,71.6872,128.8694,3.0,91,98,3.47,RU,2022-04-16 03:48:16
91,Half Moon Bay,37.4636,-122.4286,58.28,71,0,8.05,US,2022-04-16 03:48:17
92,Port Elizabeth,-33.918,25.5701,52.09,87,0,4.61,ZA,2022-04-16 03:48:17
93,Mahanoro,-19.9,48.8,75.63,88,83,3.42,MG,2022-04-16 03:48:18
94,Tianpeng,30.9866,103.9393,52.27,80,100,0.63,CN,2022-04-16 03:48:18
95,Blythe,33.6103,-114.5964,82.85,12,0,13.8,US,2022-04-16 03:48:18
96,Sitka,57.0531,-135.33,44.49,57,75,13.8,US,2022-04-16 03:48:19
97,Drayton Valley,53.2168,-114.9854,24.49,70,100,6.87,CA,2022-04-16 03:45:18
98,Magan,39.9683,-3.931,57.52,61,0,2.98,ES,2022-04-16 03:48:19
99,Lima,-12.0432,-77.0282,62.85,82,0,14.97,PE,2022-04-16 03:47:27
100,Northglenn,39.8855,-104.9872,47.84,36,0,3.44,US,2022-04-16 03:48:20
101,Altay,47.8667,88.1167,48.02,33,1,1.81,CN,2022-04-16 03:48:20
102,Tuktoyaktuk,69.4541,-133.0374,-5.8,71,20,4.61,CA,2022-04-16 03:48:20
103,Richards Bay,-28.783,32.0377,68.52,88,100,12.95,ZA,2022-04-16 03:48:21
104,Fort-Shevchenko,44.5086,50.263,51.22,80,99,5.95,KZ,2022-04-16 03:48:21
105,Tres Arroyos,-38.3739,-60.2798,51.35,66,1,9.15,AR,2022-04-16 03:48:21
106,Biak,-0.9131,122.8766,83.21,72,98,3.76,ID,2022-04-16 03:48:22
107,Esperance,-33.8667,121.9,75.04,55,63,8.7,AU,2022-04-16 03:44:25
108,Nikolskoye,59.7035,30.7861,33.8,89,61,10.02,RU,2022-04-16 03:48:22
109,Platanos,37.6667,21.6167,57.56,48,100,3.91,GR,2022-04-16 03:48:23
110,Mecca,21.4267,39.8261,82.69,30,0,2.06,SA,2022-04-16 03:48:04
111,San Pedro,14.35,121.0167,89.31,63,20,6.91,PH,2022-04-16 03:48:23
112,Davila,18.4726,120.5763,87.78,68,70,22.97,PH,2022-04-16 03:48:24
113,Vanimo,-2.6741,141.3028,84.27,73,57,5.93,PG,2022-04-16 03:48:24
114,Velingara,13.15,-14.1167,76.64,43,57,5.64,SN,2022-04-16 03:48:24
115,Xacmaz,41.4635,48.806,53.78,54,6,0.81,AZ,2022-04-16 03:48:25
116,Puerto Ayora,-0.7393,-90.3518,75.38,91,60,6.58,EC,2022-04-16 03:48:25
117,Mets Masrik,40.2183,45.7681,34.72,72,95,7.09,AM,2022-04-16 03:48:25
118,Dikson,73.5069,80.5464,16.72,91,100,9.28,RU,2022-04-16 03:48:26
119,Taoudenni,22.6783,-3.9836,72.36,21,0,11.27,ML,2022-04-16 03:48:26
120,San Andres,12.5847,-81.7006,80.62,78,40,13.8,CO,2022-04-16 03:48:26
121,Georgetown,5.4112,100.3354,87.75,74,20,6.91,MY,2022-04-16 03:46:06
122,Qaanaaq,77.484,-69.3632,-9.02,98,100,2.01,GL,2022-04-16 03:48:27
123,Presidencia Roque Saenz Pena,-26.7852,-60.4388,54.86,79,39,4.23,AR,2022-04-16 03:48:27
124,Touros,-5.1989,-35.4608,77.95,88,85,7.61,BR,2022-04-16 03:48:27
125,Challans,46.8436,-1.8749,52.0,91,0,7.43,FR,2022-04-16 03:43:57
126,Mahebourg,-20.4081,57.7,77.29,83,75,19.57,MU,2022-04-16 03:48:28
127,Ponta Do Sol,32.6667,-17.1,66.7,56,96,4.99,PT,2022-04-16 03:48:28
128,Kendari,-3.945,122.4989,89.58,59,71,2.28,ID,2022-04-16 03:48:29
129,Rocha,-34.4833,-54.3333,53.89,85,3,1.21,UY,2022-04-16 03:48:29
130,Aasiaat,68.7098,-52.8699,-10.14,99,21,6.53,GL,2022-04-16 03:48:30
131,Ituiutaba,-18.9689,-49.465,61.97,84,0,6.93,BR,2022-04-16 03:48:30
132,Belyy Yar,53.6039,91.3903,55.29,33,0,2.24,RU,2022-04-16 03:48:30
133,Corn Island,12.1694,-83.0418,82.89,65,99,15.37,NI,2022-04-16 03:48:31
134,Saint George,37.1041,-113.5841,70.39,25,0,3.44,US,2022-04-16 03:48:31
135,Kahului,20.8947,-156.47,78.82,72,75,19.57,US,2022-04-16 03:48:31
136,Aklavik,68.2191,-135.0107,0.5,92,97,5.79,CA,2022-04-16 03:48:32
137,San Luis,-33.295,-66.3356,59.45,43,52,11.5,AR,2022-04-16 03:46:08
138,Mokrousovo,55.8103,66.7653,53.91,53,76,18.28,RU,2022-04-16 03:48:32
139,Dingle,10.9995,122.6711,85.86,68,34,5.19,PH,2022-04-16 03:48:33
140,Cabo San Lucas,22.8909,-109.9124,74.61,53,100,9.15,MX,2022-04-16 03:48:33
141,Vila Velha,-20.3297,-40.2925,73.35,70,40,6.91,BR,2022-04-16 03:44:20
142,Valparaiso,-33.0393,-71.6273,57.47,70,0,5.75,CL,2022-04-16 03:45:23
143,Roald,62.5833,6.1333,44.76,93,46,9.22,NO,2022-04-16 03:48:34
144,Hithadhoo,-0.6,73.0833,82.74,69,40,3.33,MV,2022-04-16 03:48:34
145,Berlevag,70.8578,29.0864,37.2,92,100,18.54,NO,2022-04-16 03:48:35
146,Sorland,67.667,12.6934,41.99,94,100,27.18,NO,2022-04-16 03:44:33
147,Amahai,-3.3333,128.9167,88.56,56,81,5.7,ID,2022-04-16 03:48:35
148,Asmara,15.3333,38.9333,63.95,52,80,1.52,ER,2022-04-16 03:48:35
149,Anadyr,64.75,177.4833,32.5,80,0,26.84,RU,2022-04-16 03:48:36
150,Lanxi,29.2195,119.477,54.05,73,100,2.55,CN,2022-04-16 03:48:36
151,Rio Grande,-32.035,-52.0986,65.08,59,70,11.01,BR,2022-04-16 03:45:23
152,Oranjestad,12.524,-70.027,80.55,78,20,23.02,AW,2022-04-16 03:47:04
153,Kabanjahe,3.1001,98.4908,74.03,71,100,1.61,ID,2022-04-16 03:48:37
154,Geraldton,-28.7667,114.6,77.41,69,40,16.11,AU,2022-04-16 03:47:31
155,Puerto Maldonado,-12.6,-69.1833,68.95,87,4,0.34,PE,2022-04-16 03:48:38
156,Obanazawa,38.6033,140.4019,50.16,94,100,4.0,JP,2022-04-16 03:48:38
157,Korla,41.7597,86.1469,53.13,9,0,6.96,CN,2022-04-16 03:48:38
158,Ingham,42.6,-84.3833,41.18,81,75,0.0,US,2022-04-16 03:48:39
159,Villa Carlos Paz,-31.4241,-64.4978,58.39,36,54,7.0,AR,2022-04-16 03:48:39
160,Renukut,24.2,83.0333,95.88,10,40,4.88,IN,2022-04-16 03:48:39
161,Clyde River,70.4692,-68.5914,-16.37,76,75,4.61,CA,2022-04-16 03:48:40
162,Katsuura,35.1333,140.3,52.63,77,100,19.46,JP,2022-04-16 03:48:40
163,Zmeinogorsk,51.1567,82.195,55.69,48,0,4.99,RU,2022-04-16 03:48:41
164,Port Keats,-14.25,129.55,92.53,44,98,2.62,AU,2022-04-16 03:48:41
165,Carnarvon,-24.8667,113.6333,95.07,28,71,8.05,AU,2022-04-16 03:48:41
166,Independence,39.0911,-94.4155,50.79,49,0,10.36,US,2022-04-16 03:48:42
167,Acari,-15.4311,-74.6158,68.2,82,99,4.05,PE,2022-04-16 03:48:42
168,Hualmay,-11.0964,-77.6139,66.24,87,42,9.98,PE,2022-04-16 03:48:43
169,Kodiak,57.79,-152.4072,38.71,87,100,18.41,US,2022-04-16 03:48:43
170,Raahe,64.6833,24.4833,24.89,90,100,4.59,FI,2022-04-16 03:48:43
171,Colotlan,22.1,-103.2667,66.43,22,99,3.13,MX,2022-04-16 03:48:44
172,Cherskiy,68.75,161.3,21.2,92,100,9.31,RU,2022-04-16 03:48:44
173,Kailua,21.4022,-157.7394,76.14,76,99,7.0,US,2022-04-16 03:45:38
174,Kon Tum,14.35,108.0,88.77,48,100,2.77,VN,2022-04-16 03:48:45
175,Axim,4.8699,-2.2405,78.85,84,97,5.37,GH,2022-04-16 03:48:45
176,Lernakert,40.5617,43.9392,35.69,70,88,4.21,AM,2022-04-16 03:48:45
177,Letlhakane,-21.4167,25.5833,69.85,66,86,4.32,BW,2022-04-16 03:48:46
178,Husavik,66.0449,-17.3389,40.32,70,100,15.66,IS,2022-04-16 03:48:46
179,Santiago Del Estero,-27.7951,-64.2615,57.13,59,0,5.84,AR,2022-04-16 03:48:46
180,Kudahuvadhoo,2.6708,72.8944,83.5,72,94,2.48,MV,2022-04-16 03:48:47
181,Kafanchan,9.5833,8.3,72.46,75,100,1.45,NG,2022-04-16 03:48:47
182,Santa Cruz Cabralia,-16.2781,-39.0247,73.63,94,75,3.44,BR,2022-04-16 03:47:08
183,Kosa,59.9445,54.9977,26.8,88,100,10.4,RU,2022-04-16 03:48:48
184,Chiredzi,-21.05,31.6667,69.84,96,50,4.41,ZW,2022-04-16 03:48:48
185,Mar Del Plata,-38.0023,-57.5575,55.09,90,0,7.0,AR,2022-04-16 03:48:48
186,Kavaratti,10.5669,72.642,83.73,72,71,4.47,IN,2022-04-16 03:48:49
187,Mitsamiouli,-11.3847,43.2844,82.72,74,20,10.71,KM,2022-04-16 03:48:49
188,Luderitz,-26.6481,15.1594,59.83,51,0,11.54,NA,2022-04-16 03:48:50
189,Atuona,-9.8,-139.0333,78.91,78,21,15.95,PF,2022-04-16 03:48:50
190,Suez,29.9737,32.5263,61.18,50,7,9.86,EG,2022-04-16 03:48:50
191,Saint-Augustin,51.226,-58.6502,31.3,99,100,5.79,CA,2022-04-16 03:48:51
192,Itarema,-2.9248,-39.9167,77.05,87,77,1.99,BR,2022-04-16 03:48:51
193,Harper,4.375,-7.7169,78.58,86,98,4.59,LR,2022-04-16 03:48:51
194,Filimonovo,56.2011,95.4611,51.08,54,92,10.36,RU,2022-04-16 03:48:52
195,Gbarnga,6.9956,-9.4722,72.39,98,98,2.08,LR,2022-04-16 03:48:52
196,Ust-Tsilma,65.441,52.1498,24.06,89,96,7.11,RU,2022-04-16 03:48:53
197,Jeremie,18.65,-74.1167,76.64,81,29,3.29,HT,2022-04-16 03:48:53
198,Khilok,51.3674,110.4676,44.49,40,100,13.31,RU,2022-04-16 03:48:54
199,Petropavlovsk-Kamchatskiy,53.0452,158.6483,41.59,42,75,4.47,RU,2022-04-16 03:45:11
200,Mucurapo,10.6667,-61.5333,77.25,88,100,9.31,TT,2022-04-16 03:48:54
201,Bambous Virieux,-20.3428,57.7575,77.25,83,75,19.57,MU,2022-04-16 03:48:54
202,Tiquisio,8.5597,-74.2669,75.42,97,85,1.79,CO,2022-04-16 03:48:55
203,Usinsk,65.9939,57.5281,19.92,84,100,14.2,RU,2022-04-16 03:48:55
204,Olafsvik,64.8945,-23.7142,45.39,85,100,30.36,IS,2022-04-16 03:44:13
205,Awbari,26.5921,12.7805,65.3,24,0,8.84,LY,2022-04-16 03:48:56
206,Pevek,69.7008,170.3133,20.55,87,44,3.69,RU,2022-04-16 03:48:56
207,Brigantine,39.4101,-74.3646,56.03,63,0,17.27,US,2022-04-16 03:48:56
208,Bima,-8.4667,118.7167,90.54,63,32,1.45,ID,2022-04-16 03:48:57
209,San Pedro Buenavista,16.0833,-93.1167,75.54,79,98,3.51,MX,2022-04-16 03:48:57
210,Kopervik,59.2835,5.3067,38.32,100,70,6.91,NO,2022-04-16 03:48:58
211,Abengourou,6.7297,-3.4964,71.89,99,100,1.92,CI,2022-04-16 03:48:58
212,Hamilton,39.1834,-84.5333,58.06,67,100,11.5,US,2022-04-16 03:47:38
213,Longyearbyen,78.2186,15.6401,31.84,86,75,5.75,SJ,2022-04-16 03:45:45
214,Leshukonskoye,64.8989,45.7622,25.14,93,87,4.65,RU,2022-04-16 03:48:59
215,Hasaki,35.7333,140.8333,57.6,80,100,23.31,JP,2022-04-16 03:48:59
216,Eyl,7.9803,49.8164,80.58,74,12,1.34,SO,2022-04-16 03:49:00
217,Victoria,22.2855,114.1577,75.96,70,97,24.0,HK,2022-04-16 03:49:00
218,Mehamn,71.0357,27.8492,35.51,86,100,19.01,NO,2022-04-16 03:46:16
219,Teahupoo,-17.8333,-149.2667,78.76,72,25,15.93,PF,2022-04-16 03:49:01
220,Ashqelon,31.6693,34.5715,55.29,63,29,5.95,IL,2022-04-16 03:49:01
221,Lincoln,40.8,-96.667,40.28,40,0,10.0,US,2022-04-16 03:49:01
222,Vostok,46.4856,135.8833,47.62,44,99,11.83,RU,2022-04-16 03:49:02
223,Valls,41.2861,1.2499,62.49,69,0,0.0,ES,2022-04-16 03:49:02
224,La Ronge,55.1001,-105.2842,25.05,33,100,0.0,CA,2022-04-16 03:45:14
225,Garden City,42.3256,-83.331,45.05,86,100,14.97,US,2022-04-16 03:47:43
226,Arlit,18.7369,7.3853,75.74,12,81,9.06,NE,2022-04-16 03:49:03
227,Karratha,-20.7377,116.8463,94.51,26,13,16.08,AU,2022-04-16 03:49:03
228,Bulgan,48.8125,103.5347,46.11,31,64,5.14,MN,2022-04-16 03:49:04
229,Sorochinsk,52.4338,53.1583,39.79,74,6,8.84,RU,2022-04-16 03:49:04
230,Pokrovsk,48.282,37.1758,46.35,89,20,9.78,UA,2022-04-16 03:49:04
231,Klaksvik,62.2266,-6.589,47.32,99,100,14.38,FO,2022-04-16 03:49:05
232,Mega,4.05,38.3,61.74,77,100,4.09,ET,2022-04-16 03:49:05
233,Marsa Matruh,31.3525,27.2453,61.0,82,0,11.5,EG,2022-04-16 03:49:05
234,Bayji,34.9311,43.487,63.36,30,0,6.02,IQ,2022-04-16 03:49:06
235,Burns Lake,54.2331,-125.7533,35.02,75,100,1.1,CA,2022-04-16 03:45:13
236,Thinadhoo,0.5333,72.9333,82.69,72,40,3.44,MV,2022-04-16 03:49:06
237,Cockburn Town,21.4612,-71.1419,77.11,80,82,24.02,TC,2022-04-16 03:49:07
238,Ustye,59.6304,39.736,28.38,86,97,8.86,RU,2022-04-16 03:49:07
239,Monrovia,6.3005,-10.7969,78.66,89,97,5.99,LR,2022-04-16 03:49:08
240,Nouadhibou,20.931,-17.0347,62.58,94,0,11.5,MR,2022-04-16 03:48:22
241,Cairns,-16.9167,145.7667,87.12,60,40,17.27,AU,2022-04-16 03:48:58
242,Phalombe,-15.8064,35.6507,65.89,94,2,1.9,MW,2022-04-16 03:49:08
243,Thurso,58.5927,-3.5259,46.65,93,87,11.59,GB,2022-04-16 03:49:09
244,Pombas,17.1503,-25.0201,67.78,76,65,10.49,CV,2022-04-16 03:49:09
245,Antalaha,-14.9003,50.2788,76.33,90,38,6.15,MG,2022-04-16 03:49:09
246,Longjiang,47.3303,123.1836,54.3,13,85,17.78,CN,2022-04-16 03:49:10
247,Sola,-13.8833,167.55,88.47,70,40,3.44,VU,2022-04-16 03:49:10
248,Salalah,17.0151,54.0924,77.09,73,0,2.3,OM,2022-04-16 03:49:11
249,Gimli,50.6336,-96.9907,21.22,53,100,12.66,CA,2022-04-16 03:49:11
250,Koping,59.514,15.9926,37.18,85,100,3.31,SE,2022-04-16 03:49:11
251,Ancud,-41.8697,-73.8203,54.23,92,10,3.6,CL,2022-04-16 03:48:27
252,Kralendijk,12.15,-68.2667,80.58,78,75,19.57,BQ,2022-04-16 03:48:10
253,Khanpur,28.6453,70.6567,94.73,8,0,1.81,PK,2022-04-16 03:49:12
254,Zhenhai,24.2582,118.0905,70.48,58,31,25.26,CN,2022-04-16 03:49:12
255,Haines Junction,60.7522,-137.5108,33.75,44,100,8.05,CA,2022-04-16 03:49:13
256,Keffi,8.8486,7.8736,76.21,72,94,2.93,NG,2022-04-16 03:49:13
257,Jasper,37.2001,-94.3502,59.68,75,40,10.36,US,2022-04-16 03:48:24
258,Moree,-29.4667,149.85,78.82,36,100,3.44,AU,2022-04-16 03:49:14
259,Nuuk,64.1835,-51.7216,6.06,83,4,7.58,GL,2022-04-16 03:47:19
260,Akyab,20.15,92.9,87.42,62,55,7.31,MM,2022-04-16 03:49:14
261,Riyadh,24.6877,46.7219,77.14,28,57,2.59,SA,2022-04-16 03:48:58
262,Avera,33.194,-82.5271,62.65,77,20,8.08,US,2022-04-16 03:49:15
263,Ketchikan,55.3422,-131.6461,45.07,33,0,8.05,US,2022-04-16 03:49:15
264,Oussouye,12.485,-16.5469,68.18,80,36,10.45,SN,2022-04-16 03:49:15
265,Moose Factory,51.2585,-80.6094,32.0,100,100,6.91,CA,2022-04-16 03:49:16
266,Tazovskiy,67.4667,78.7,20.61,91,100,4.63,RU,2022-04-16 03:49:16
267,Zhigansk,66.7697,123.3711,14.61,83,75,9.19,RU,2022-04-16 03:49:17
268,North Bend,43.4065,-124.2243,46.31,85,0,10.36,US,2022-04-16 03:49:17
269,Portland,45.5234,-122.6762,48.18,64,12,3.0,US,2022-04-16 03:47:09
270,Pacific Grove,36.6177,-121.9166,55.08,80,0,1.99,US,2022-04-16 03:46:32
271,Grand Forks,47.9417,-97.4337,21.13,73,75,9.22,US,2022-04-16 03:45:14
272,Leningradskiy,69.3833,178.4167,11.62,89,100,9.4,RU,2022-04-16 03:49:18
273,Alofi,-19.0595,-169.9187,80.49,89,31,6.91,NU,2022-04-16 03:49:18
274,Hay River,60.8156,-115.7999,17.58,73,75,12.66,CA,2022-04-16 03:49:18
275,Colesberg,-30.72,25.0972,45.52,83,25,16.35,ZA,2022-04-16 03:49:19
276,Vallenar,-28.5708,-70.7581,56.52,73,0,0.65,CL,2022-04-16 03:49:19
277,Clarksburg,39.2807,-80.3445,64.85,15,20,6.91,US,2022-04-16 03:49:20
278,Chadiza,-14.0678,32.4392,62.46,97,61,2.86,ZM,2022-04-16 03:49:20
279,Zeya,53.75,127.2667,40.05,50,100,10.51,RU,2022-04-16 03:49:20
280,Mount Gambier,-37.8333,140.7667,73.31,64,81,4.61,AU,2022-04-16 03:49:21
281,Kruisfontein,-34.0033,24.7314,53.31,80,67,4.38,ZA,2022-04-16 03:49:21
